ID, ParentID, Kind, What, Where, Start, End
flit-0-msg-3-7_PCIe.Switch[0], flit-0-msg-3-7_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000000050, 0.0000001480
flit-0-msg-3-7_PCIe.Switch[1], flit-0-msg-3-7_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000001490, 0.0000002920
flit-0-msg-3-7_e2e, msg_3_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[0].FlitBuf, 0.0000000030, 0.0000002930
msg_3_e2e, 3_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[0], 0.0000000020, 0.0000002950
345, 329, cmd, Activate, GPU[1].DRAM[0].Bank[0][0][1], 0.0000003040, 0.0000003180
348, 338, cmd, Activate, GPU[1].DRAM[1].Bank[0][0][1], 0.0000003060, 0.0000003200
363, 329, cmd, WritePrecharge, GPU[1].DRAM[0].Bank[0][0][1], 0.0000003180, 0.0000003320
329, 319@GPU[1].DRAM[0], sub-trans, sub-trans, GPU[1].DRAM[0].SubTransQueue, 0.0000003000, 0.0000003320
365, 338, cmd, WritePrecharge, GPU[1].DRAM[1].Bank[0][0][1], 0.0000003200, 0.0000003340
338, 321@GPU[1].DRAM[1], sub-trans, sub-trans, GPU[1].DRAM[1].SubTransQueue, 0.0000003020, 0.0000003340
319@GPU[1].DRAM[0], 319_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000003000, 0.0000003340
319@GPU[1].DRAM[0], 319_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000003000, 0.0000003340
319_req_out, 313@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000002980, 0.0000003350
321@GPU[1].DRAM[1], 321_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[1], 0.0000003020, 0.0000003360
321@GPU[1].DRAM[1], 321_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[1], 0.0000003020, 0.0000003360
321_req_out, 313@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000002980, 0.0000003370
413, 336, cmd, Activate, GPU[1].DRAM[0].Bank[0][0][1], 0.0000003560, 0.0000003700
415, 343, cmd, Activate, GPU[1].DRAM[1].Bank[0][0][1], 0.0000003580, 0.0000003720
429, 336, cmd, WritePrecharge, GPU[1].DRAM[0].Bank[0][0][1], 0.0000003700, 0.0000003840
336, 320@GPU[1].DRAM[0], sub-trans, sub-trans, GPU[1].DRAM[0].SubTransQueue, 0.0000003020, 0.0000003840
431, 343, cmd, WritePrecharge, GPU[1].DRAM[1].Bank[0][0][1], 0.0000003720, 0.0000003860
343, 322@GPU[1].DRAM[1], sub-trans, sub-trans, GPU[1].DRAM[1].SubTransQueue, 0.0000003040, 0.0000003860
320@GPU[1].DRAM[0], 320_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000003020, 0.0000003860
320@GPU[1].DRAM[0], 320_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000003020, 0.0000003860
320_req_out, 313@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000002980, 0.0000003870
322@GPU[1].DRAM[1], 322_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[1], 0.0000003040, 0.0000003880
322@GPU[1].DRAM[1], 322_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[1], 0.0000003040, 0.0000003880
322_req_out, 313@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000002980, 0.0000003890
313@GPU[1].DMA, 313_req_out, req_in, *protocol.MemCopyH2DReq, GPU[1].DMA, 0.0000002980, 0.0000003890
3@GPU[1].CommandProcessor, 3_req_out, req_in, *protocol.MemCopyH2DReq, GPU[1].CommandProcessor, 0.0000002960, 0.0000003910
flit-0-msg-467-473_PCIe.Switch[1], flit-0-msg-467-473_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000003950, 0.0000005380
flit-0-msg-467-473_PCIe.Switch[0], flit-0-msg-467-473_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000005390, 0.0000006820
flit-0-msg-467-473_e2e, msg_467_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[1].FlitBuf, 0.0000003930, 0.0000006830
msg_467_e2e, 3_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[1], 0.0000003920, 0.0000006850
3_req_out, 1, req_out, *protocol.MemCopyH2DReq, Driver, 0.0000000010, 0.0000006860
1, chfpc2i4pf1k8ulm71ug, Driver Command, *driver.MemCopyH2DCommand, Driver, 0.0000000010, 0.0000006860
flit-0-msg-801-805_PCIe.Switch[0], flit-0-msg-801-805_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000006920, 0.0000008350
flit-0-msg-801-805_PCIe.Switch[1], flit-0-msg-801-805_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000008360, 0.0000009790
flit-0-msg-801-805_e2e, msg_801_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[0].FlitBuf, 0.0000006900, 0.0000009800
msg_801_e2e, 801_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[0], 0.0000006890, 0.0000009820
1127, 1123, cmd, Activate, GPU[1].DRAM[0].Bank[0][0][2], 0.0000009920, 0.0000010060
1135, 1123, cmd, WritePrecharge, GPU[1].DRAM[0].Bank[0][0][2], 0.0000010060, 0.0000010200
1123, 1117@GPU[1].DRAM[0], sub-trans, sub-trans, GPU[1].DRAM[0].SubTransQueue, 0.0000009880, 0.0000010200
1117@GPU[1].DRAM[0], 1117_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000009880, 0.0000010220
1117@GPU[1].DRAM[0], 1117_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000009880, 0.0000010220
1117_req_out, 1111@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000009850, 0.0000010230
1111@GPU[1].DMA, 1111_req_out, req_in, *protocol.MemCopyH2DReq, GPU[1].DMA, 0.0000009850, 0.0000010230
801@GPU[1].CommandProcessor, 801_req_out, req_in, *protocol.MemCopyH2DReq, GPU[1].CommandProcessor, 0.0000009830, 0.0000010250
flit-0-msg-1156-1161_PCIe.Switch[1], flit-0-msg-1156-1161_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000010290, 0.0000011720
flit-0-msg-1156-1161_PCIe.Switch[0], flit-0-msg-1156-1161_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000011730, 0.0000013160
flit-0-msg-1156-1161_e2e, msg_1156_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[1].FlitBuf, 0.0000010270, 0.0000013170
msg_1156_e2e, 801_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[1], 0.0000010260, 0.0000013190
801_req_out, 799, req_out, *protocol.MemCopyH2DReq, Driver, 0.0000006880, 0.0000013200
799, chfpc2i4pf1k8ulm71ug, Driver Command, *driver.MemCopyH2DCommand, Driver, 0.0000006880, 0.0000013200
flit-0-msg-1484-1488_PCIe.Switch[0], flit-0-msg-1484-1488_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000013260, 0.0000014690
flit-0-msg-1484-1488_PCIe.Switch[1], flit-0-msg-1484-1488_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000014700, 0.0000016130
flit-0-msg-1484-1488_e2e, msg_1484_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[0].FlitBuf, 0.0000013240, 0.0000016140
msg_1484_e2e, 1484_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[0], 0.0000013230, 0.0000016160
1838, 1815, cmd, Activate, GPU[1].DRAM[0].Bank[0][2][2], 0.0000016260, 0.0000016400
1847, 1822, cmd, Activate, GPU[1].DRAM[1].Bank[0][2][2], 0.0000016280, 0.0000016420
1855, 1832, cmd, Activate, GPU[1].DRAM[2].Bank[0][2][2], 0.0000016300, 0.0000016440
1862, 1845, cmd, Activate, GPU[1].DRAM[3].Bank[0][2][2], 0.0000016320, 0.0000016460
1882, 1815, cmd, WritePrecharge, GPU[1].DRAM[0].Bank[0][2][2], 0.0000016400, 0.0000016540
1815, 1800@GPU[1].DRAM[0], sub-trans, sub-trans, GPU[1].DRAM[0].SubTransQueue, 0.0000016220, 0.0000016540
1888, 1822, cmd, WritePrecharge, GPU[1].DRAM[1].Bank[0][2][2], 0.0000016420, 0.0000016560
1822, 1802@GPU[1].DRAM[1], sub-trans, sub-trans, GPU[1].DRAM[1].SubTransQueue, 0.0000016240, 0.0000016560
1800@GPU[1].DRAM[0], 1800_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000016220, 0.0000016560
1800@GPU[1].DRAM[0], 1800_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000016220, 0.0000016560
1800_req_out, 1794@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000016190, 0.0000016570
1893, 1832, cmd, WritePrecharge, GPU[1].DRAM[2].Bank[0][2][2], 0.0000016440, 0.0000016580
1832, 1804@GPU[1].DRAM[2], sub-trans, sub-trans, GPU[1].DRAM[2].SubTransQueue, 0.0000016260, 0.0000016580
1802@GPU[1].DRAM[1], 1802_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[1], 0.0000016240, 0.0000016580
1802@GPU[1].DRAM[1], 1802_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[1], 0.0000016240, 0.0000016580
1802_req_out, 1794@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000016190, 0.0000016590
1897, 1845, cmd, WritePrecharge, GPU[1].DRAM[3].Bank[0][2][2], 0.0000016460, 0.0000016600
1845, 1806@GPU[1].DRAM[3], sub-trans, sub-trans, GPU[1].DRAM[3].SubTransQueue, 0.0000016280, 0.0000016600
1804@GPU[1].DRAM[2], 1804_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[2], 0.0000016260, 0.0000016600
1804@GPU[1].DRAM[2], 1804_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[2], 0.0000016260, 0.0000016600
1804_req_out, 1794@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000016190, 0.0000016610
1806@GPU[1].DRAM[3], 1806_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[3], 0.0000016280, 0.0000016620
1806@GPU[1].DRAM[3], 1806_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[3], 0.0000016280, 0.0000016620
1806_req_out, 1794@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000016190, 0.0000016630
1983, 1826, cmd, Activate, GPU[1].DRAM[0].Bank[0][2][2], 0.0000016780, 0.0000016920
1988, 1836, cmd, Activate, GPU[1].DRAM[1].Bank[0][2][2], 0.0000016800, 0.0000016940
1990, 1852, cmd, Activate, GPU[1].DRAM[2].Bank[0][2][2], 0.0000016820, 0.0000016960
1995, 1859, cmd, Activate, GPU[1].DRAM[3].Bank[0][2][2], 0.0000016840, 0.0000016980
2013, 1826, cmd, WritePrecharge, GPU[1].DRAM[0].Bank[0][2][2], 0.0000016920, 0.0000017060
1826, 1801@GPU[1].DRAM[0], sub-trans, sub-trans, GPU[1].DRAM[0].SubTransQueue, 0.0000016240, 0.0000017060
1801@GPU[1].DRAM[0], 1801_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000016240, 0.0000017080
1801@GPU[1].DRAM[0], 1801_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000016240, 0.0000017080
2018, 1836, cmd, WritePrecharge, GPU[1].DRAM[1].Bank[0][2][2], 0.0000016940, 0.0000017080
1836, 1803@GPU[1].DRAM[1], sub-trans, sub-trans, GPU[1].DRAM[1].SubTransQueue, 0.0000016260, 0.0000017080
1801_req_out, 1794@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000016190, 0.0000017090
2024, 1852, cmd, WritePrecharge, GPU[1].DRAM[2].Bank[0][2][2], 0.0000016960, 0.0000017100
1852, 1805@GPU[1].DRAM[2], sub-trans, sub-trans, GPU[1].DRAM[2].SubTransQueue, 0.0000016280, 0.0000017100
1803@GPU[1].DRAM[1], 1803_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[1], 0.0000016260, 0.0000017100
1803@GPU[1].DRAM[1], 1803_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[1], 0.0000016260, 0.0000017100
1803_req_out, 1794@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000016190, 0.0000017110
2029, 1859, cmd, WritePrecharge, GPU[1].DRAM[3].Bank[0][2][2], 0.0000016980, 0.0000017120
1859, 1807@GPU[1].DRAM[3], sub-trans, sub-trans, GPU[1].DRAM[3].SubTransQueue, 0.0000016300, 0.0000017120
1805@GPU[1].DRAM[2], 1805_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[2], 0.0000016280, 0.0000017120
1805@GPU[1].DRAM[2], 1805_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[2], 0.0000016280, 0.0000017120
1805_req_out, 1794@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000016190, 0.0000017130
1807@GPU[1].DRAM[3], 1807_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[3], 0.0000016300, 0.0000017140
1807@GPU[1].DRAM[3], 1807_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[3], 0.0000016300, 0.0000017140
1807_req_out, 1794@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000016190, 0.0000017150
1794@GPU[1].DMA, 1794_req_out, req_in, *protocol.MemCopyH2DReq, GPU[1].DMA, 0.0000016190, 0.0000017150
1484@GPU[1].CommandProcessor, 1484_req_out, req_in, *protocol.MemCopyH2DReq, GPU[1].CommandProcessor, 0.0000016170, 0.0000017170
flit-0-msg-2093-2101_PCIe.Switch[1], flit-0-msg-2093-2101_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000017210, 0.0000018640
flit-0-msg-2093-2101_PCIe.Switch[0], flit-0-msg-2093-2101_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000018650, 0.0000020080
flit-0-msg-2093-2101_e2e, msg_2093_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[1].FlitBuf, 0.0000017190, 0.0000020090
msg_2093_e2e, 1484_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[1], 0.0000017180, 0.0000020110
1484_req_out, 1479, req_out, *protocol.MemCopyH2DReq, Driver, 0.0000013220, 0.0000020120
1479, chfpc2i4pf1k8ulm71ug, Driver Command, *driver.MemCopyH2DCommand, Driver, 0.0000013220, 0.0000020120
flit-0-msg-2439-2443_PCIe.Switch[0], flit-0-msg-2439-2443_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000020160, 0.0000021590
flit-0-msg-2439-2443_PCIe.Switch[1], flit-0-msg-2439-2443_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000021600, 0.0000023030
flit-0-msg-2439-2443_e2e, msg_2439_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[0].FlitBuf, 0.0000020140, 0.0000023040
msg_2439_e2e, 2439_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[0], 0.0000020130, 0.0000023060
2765, 2761, cmd, Activate, GPU[1].DRAM[0].Bank[0][0][3], 0.0000023160, 0.0000023300
2773, 2761, cmd, WritePrecharge, GPU[1].DRAM[0].Bank[0][0][3], 0.0000023300, 0.0000023440
2761, 2755@GPU[1].DRAM[0], sub-trans, sub-trans, GPU[1].DRAM[0].SubTransQueue, 0.0000023120, 0.0000023440
2755@GPU[1].DRAM[0], 2755_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000023120, 0.0000023460
2755@GPU[1].DRAM[0], 2755_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000023120, 0.0000023460
2755_req_out, 2749@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000023090, 0.0000023470
2749@GPU[1].DMA, 2749_req_out, req_in, *protocol.MemCopyH2DReq, GPU[1].DMA, 0.0000023090, 0.0000023470
2439@GPU[1].CommandProcessor, 2439_req_out, req_in, *protocol.MemCopyH2DReq, GPU[1].CommandProcessor, 0.0000023070, 0.0000023490
flit-0-msg-2794-2799_PCIe.Switch[1], flit-0-msg-2794-2799_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000023530, 0.0000024960
flit-0-msg-2794-2799_PCIe.Switch[0], flit-0-msg-2794-2799_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000024970, 0.0000026400
flit-0-msg-2794-2799_e2e, msg_2794_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[1].FlitBuf, 0.0000023510, 0.0000026410
msg_2794_e2e, 2439_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[1], 0.0000023500, 0.0000026430
2439_req_out, 1480, req_out, *protocol.MemCopyH2DReq, Driver, 0.0000020120, 0.0000026440
1480, chfpc2i4pf1k8ulm71ug, Driver Command, *driver.MemCopyH2DCommand, Driver, 0.0000020120, 0.0000026440
flit-0-msg-3116-3120_PCIe.Switch[0], flit-0-msg-3116-3120_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000026480, 0.0000027910
flit-0-msg-3116-3120_PCIe.Switch[1], flit-0-msg-3116-3120_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000027920, 0.0000029350
flit-0-msg-3116-3120_e2e, msg_3116_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[0].FlitBuf, 0.0000026460, 0.0000029360
msg_3116_e2e, 3116_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[0], 0.0000026450, 0.0000029380
3442, 3438, cmd, Activate, GPU[1].DRAM[0].Bank[0][2][3], 0.0000029480, 0.0000029620
3450, 3438, cmd, WritePrecharge, GPU[1].DRAM[0].Bank[0][2][3], 0.0000029620, 0.0000029760
3438, 3432@GPU[1].DRAM[0], sub-trans, sub-trans, GPU[1].DRAM[0].SubTransQueue, 0.0000029440, 0.0000029760
3432@GPU[1].DRAM[0], 3432_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000029440, 0.0000029780
3432@GPU[1].DRAM[0], 3432_req_out, req_in, *mem.WriteReq, GPU[1].DRAM[0], 0.0000029440, 0.0000029780
3432_req_out, 3426@GPU[1].DMA, req_out, *mem.WriteReq, GPU[1].DMA, 0.0000029410, 0.0000029790
3426@GPU[1].DMA, 3426_req_out, req_in, *protocol.MemCopyH2DReq, GPU[1].DMA, 0.0000029410, 0.0000029790
3116@GPU[1].CommandProcessor, 3116_req_out, req_in, *protocol.MemCopyH2DReq, GPU[1].CommandProcessor, 0.0000029390, 0.0000029810
flit-0-msg-3471-3476_PCIe.Switch[1], flit-0-msg-3471-3476_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000029850, 0.0000031280
flit-0-msg-3471-3476_PCIe.Switch[0], flit-0-msg-3471-3476_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000031290, 0.0000032720
flit-0-msg-3471-3476_e2e, msg_3471_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[1].FlitBuf, 0.0000029830, 0.0000032730
msg_3471_e2e, 3116_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[1], 0.0000029820, 0.0000032750
3116_req_out, 1481, req_out, *protocol.MemCopyH2DReq, Driver, 0.0000026440, 0.0000032760
1481, chfpc2i4pf1k8ulm71ug, Driver Command, *driver.MemCopyH2DCommand, Driver, 0.0000026440, 0.0000032760
flit-0-msg-3793-3797_PCIe.Switch[0], flit-0-msg-3793-3797_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000032800, 0.0000034230
flit-0-msg-3793-3797_PCIe.Switch[1], flit-0-msg-3793-3797_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000034240, 0.0000035670
flit-0-msg-3793-3797_e2e, msg_3793_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[0].FlitBuf, 0.0000032780, 0.0000035680
msg_3793_e2e, 3793_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[0], 0.0000032770, 0.0000035700
flit-0-msg-4149-4152_PCIe.Switch[1], flit-0-msg-4149-4152_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000035830, 0.0000037260
flit-0-msg-4149-4152_PCIe.Switch[0], flit-0-msg-4149-4152_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000037270, 0.0000038700
flit-0-msg-4149-4152_e2e, msg_4149_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[1].FlitBuf, 0.0000035810, 0.0000038710
msg_4149_e2e, 4149_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[1], 0.0000035800, 0.0000038730
flit-0-msg-4561-4565_PCIe.Switch[0], flit-0-msg-4561-4565_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000039790, 0.0000041220
flit-0-msg-4561-4565_PCIe.Switch[1], flit-0-msg-4561-4565_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000041230, 0.0000042660
flit-0-msg-4561-4565_e2e, msg_4561_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[0].FlitBuf, 0.0000039770, 0.0000042670
msg_4561_e2e, 4149_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[0], 0.0000039760, 0.0000042690
4149_req_out, 4144@GPU[1].L2TLB, req_out, *vm.TranslationReq, GPU[1].L2TLB, 0.0000035800, 0.0000042700
4144@GPU[1].L2TLB, 4144_req_out, req_in, *vm.TranslationReq, GPU[1].L2TLB, 0.0000035800, 0.0000042710
4144_req_out, 4139@GPU[1].SA[0].L1ITLB, req_out, *vm.TranslationReq, GPU[1].SA[0].L1ITLB, 0.0000035790, 0.0000042720
4139@GPU[1].SA[0].L1ITLB, 4139_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1ITLB, 0.0000035790, 0.0000042730
4139_req_out, 4133@GPU[1].SA[0].L1IAddrTrans, req_out, *vm.TranslationReq, GPU[1].SA[0].L1IAddrTrans, 0.0000035780, 0.0000042740
4901, 4897, cmd, Activate, GPU[1].DRAM[2].Bank[0][2][2], 0.0000042840, 0.0000042980
4909, 4897, cmd, ReadPrecharge, GPU[1].DRAM[2].Bank[0][2][2], 0.0000042980, 0.0000043120
4897, 4891@GPU[1].DRAM[2], sub-trans, sub-trans, GPU[1].DRAM[2].SubTransQueue, 0.0000042800, 0.0000043120
4891@GPU[1].DRAM[2], 4891_req_out, req_in, *mem.ReadReq, GPU[1].DRAM[2], 0.0000042800, 0.0000043140
4891@GPU[1].DRAM[2], 4891_req_out, req_in, *mem.ReadReq, GPU[1].DRAM[2], 0.0000042800, 0.0000043140
4891_req_out, 4883@GPU[1].L2[2], req_out, *mem.ReadReq, GPU[1].L2[2], 0.0000042770, 0.0000043150
4883@GPU[1].L2[2], 4883_req_out, req_in, *mem.ReadReq, GPU[1].L2[2], 0.0000042750, 0.0000043280
4883_req_out, 4133@GPU[1].SA[0].L1IAddrTrans, req_out, *mem.ReadReq, GPU[1].SA[0].L1IAddrTrans, 0.0000042740, 0.0000043300
4133@GPU[1].SA[0].L1IAddrTrans, 4133_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1IAddrTrans, 0.0000035780, 0.0000043300
4128, 4121@GPU[1].SA[0].L1ICache, cache_transaction, read, GPU[1].SA[0].L1ICache.Local, 0.0000035760, 0.0000043310
4133_req_out, 4128, req_out, *mem.ReadReq, GPU[1].SA[0].L1ICache, 0.0000035770, 0.0000043310
4121@GPU[1].SA[0].L1ICache, 4121_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1ICache, 0.0000035760, 0.0000043320
4121_req_out, 4115@GPU[1].SA[0].L1IROB, req_out, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000035750, 0.0000043330
4115@GPU[1].SA[0].L1IROB, 4115_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000035750, 0.0000043340
4115_req_out, 4115_fetch, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000035740, 0.0000043350
4115_fetch, 4106, fetch, fetch, GPU[1].SA[0].CU[0], 0.0000035740, 0.0000043350
4994@GPU[1].SA[0].L1ITLB, 4994_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1ITLB, 0.0000043410, 0.0000043410
4994_req_out, 4986@GPU[1].SA[0].L1IAddrTrans, req_out, *vm.TranslationReq, GPU[1].SA[0].L1IAddrTrans, 0.0000043400, 0.0000043420
5087, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000043480, 0.0000043530
5116, 5090, cmd, Activate, GPU[1].DRAM[2].Bank[0][2][2], 0.0000043520, 0.0000043660
5162, 5090, cmd, ReadPrecharge, GPU[1].DRAM[2].Bank[0][2][2], 0.0000043660, 0.0000043800
5090, 5047@GPU[1].DRAM[2], sub-trans, sub-trans, GPU[1].DRAM[2].SubTransQueue, 0.0000043480, 0.0000043800
5047@GPU[1].DRAM[2], 5047_req_out, req_in, *mem.ReadReq, GPU[1].DRAM[2], 0.0000043480, 0.0000043820
5047@GPU[1].DRAM[2], 5047_req_out, req_in, *mem.ReadReq, GPU[1].DRAM[2], 0.0000043480, 0.0000043820
5047_req_out, 5013@GPU[1].L2[2], req_out, *mem.ReadReq, GPU[1].L2[2], 0.0000043450, 0.0000043830
5013@GPU[1].L2[2], 5013_req_out, req_in, *mem.ReadReq, GPU[1].L2[2], 0.0000043430, 0.0000043960
5013_req_out, 4986@GPU[1].SA[0].L1IAddrTrans, req_out, *mem.ReadReq, GPU[1].SA[0].L1IAddrTrans, 0.0000043420, 0.0000043980
4986@GPU[1].SA[0].L1IAddrTrans, 4986_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1IAddrTrans, 0.0000043400, 0.0000043980
4984, 4977@GPU[1].SA[0].L1ICache, cache_transaction, read, GPU[1].SA[0].L1ICache.Local, 0.0000043380, 0.0000043990
4986_req_out, 4984, req_out, *mem.ReadReq, GPU[1].SA[0].L1ICache, 0.0000043390, 0.0000043990
4977@GPU[1].SA[0].L1ICache, 4977_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1ICache, 0.0000043380, 0.0000044000
4977_req_out, 4971@GPU[1].SA[0].L1IROB, req_out, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000043370, 0.0000044010
4971@GPU[1].SA[0].L1IROB, 4971_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000043370, 0.0000044020
4971_req_out, 4971_fetch, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000043360, 0.0000044030
4971_fetch, 4106, fetch, fetch, GPU[1].SA[0].CU[0], 0.0000043360, 0.0000044030
5287@GPU[1].SA[0].L1ITLB, 5287_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1ITLB, 0.0000044090, 0.0000044090
5287_req_out, 5281@GPU[1].SA[0].L1IAddrTrans, req_out, *vm.TranslationReq, GPU[1].SA[0].L1IAddrTrans, 0.0000044080, 0.0000044100
5326, 5318, cmd, Activate, GPU[1].DRAM[3].Bank[0][2][2], 0.0000044200, 0.0000044340
5348, 5318, cmd, ReadPrecharge, GPU[1].DRAM[3].Bank[0][2][2], 0.0000044340, 0.0000044480
5318, 5309@GPU[1].DRAM[3], sub-trans, sub-trans, GPU[1].DRAM[3].SubTransQueue, 0.0000044160, 0.0000044480
5309@GPU[1].DRAM[3], 5309_req_out, req_in, *mem.ReadReq, GPU[1].DRAM[3], 0.0000044160, 0.0000044500
5309@GPU[1].DRAM[3], 5309_req_out, req_in, *mem.ReadReq, GPU[1].DRAM[3], 0.0000044160, 0.0000044500
