ID, ParentID, Kind, What, Where, Start, End
8670@GPU[1].SA[0].L1ICache, 8670_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1ICache, 0.0000062140, 0.0000062190
8670_req_out, 8663@GPU[1].SA[0].L1IROB, req_out, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000062130, 0.0000062200
8684, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000062160, 0.0000062210
8663@GPU[1].SA[0].L1IROB, 8663_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000062130, 0.0000062210
8663_req_out, 8663_fetch, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000062120, 0.0000062220
8663_fetch, 4106, fetch, fetch, GPU[1].SA[0].CU[0], 0.0000062120, 0.0000062220
8705, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000062210, 0.0000062260
8727, 8720@GPU[1].SA[0].L1ICache, cache_transaction, read, GPU[1].SA[0].L1ICache.Local, 0.0000062250, 0.0000062290
8720@GPU[1].SA[0].L1ICache, 8720_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1ICache, 0.0000062250, 0.0000062300
8720_req_out, 8713@GPU[1].SA[0].L1IROB, req_out, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000062240, 0.0000062310
8732, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000062260, 0.0000062310
8713@GPU[1].SA[0].L1IROB, 8713_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000062240, 0.0000062320
8713_req_out, 8713_fetch, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000062230, 0.0000062330
8713_fetch, 4106, fetch, fetch, GPU[1].SA[0].CU[0], 0.0000062230, 0.0000062330
8199pipeline, 8199, pipeline, *writearound.bankTransaction, GPU[1].SA[0].L1VCache[0].Bank[0].Pipeline, 0.0000061740, 0.0000062340
8203pipeline, 8203, pipeline, *writearound.bankTransaction, GPU[1].SA[0].L1VCache[0].Bank[0].Pipeline, 0.0000061740, 0.0000062340
8753, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000062310, 0.0000062360
8767, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000062360, 0.0000062410
8773, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000062410, 0.0000062460
8779, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000062460, 0.0000062510
8785, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000062510, 0.0000062560
8799, 8792@GPU[1].SA[0].L1ICache, cache_transaction, read, GPU[1].SA[0].L1ICache.Local, 0.0000062530, 0.0000062570
8792@GPU[1].SA[0].L1ICache, 8792_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1ICache, 0.0000062530, 0.0000062580
8792_req_out, 8786@GPU[1].SA[0].L1IROB, req_out, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000062520, 0.0000062590
8786@GPU[1].SA[0].L1IROB, 8786_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000062520, 0.0000062600
8806, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000062560, 0.0000062610
8786_req_out, 8786_fetch, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000062510, 0.0000062610
8786_fetch, 4106, fetch, fetch, GPU[1].SA[0].CU[0], 0.0000062510, 0.0000062610
8823, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000062610, 0.0000062660
8829, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000062660, 0.0000062710
8867@GPU[1].SA[0].L1STLB, 8867_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1STLB, 0.0000062860, 0.0000062860
8854, 4106, inst, Scalar, GPU[1].SA[0].CU[0].Scalar, 0.0000062820, 0.0000062860
8867_req_out, 8861@GPU[1].SA[0].L1SAddrTrans, req_out, *vm.TranslationReq, GPU[1].SA[0].L1SAddrTrans, 0.0000062850, 0.0000062870
8874, 4106, inst, Scalar, GPU[1].SA[0].CU[0].Scalar, 0.0000062860, 0.0000062900
8885, 8878@GPU[1].SA[0].L1SCache, cache_transaction, read, GPU[1].SA[0].L1SCache.Local, 0.0000062880, 0.0000062920
8878@GPU[1].SA[0].L1SCache, 8878_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1SCache, 0.0000062880, 0.0000062930
8878_req_out, 8861@GPU[1].SA[0].L1SAddrTrans, req_out, *mem.ReadReq, GPU[1].SA[0].L1SAddrTrans, 0.0000062870, 0.0000062940
8861@GPU[1].SA[0].L1SAddrTrans, 8861_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1SAddrTrans, 0.0000062850, 0.0000062940
8891, 4106, inst, Scalar, GPU[1].SA[0].CU[0].Scalar, 0.0000062900, 0.0000062940
8861_req_out, 8853@GPU[1].SA[0].L1SROB, req_out, *mem.ReadReq, GPU[1].SA[0].L1SROB, 0.0000062840, 0.0000062950
8853@GPU[1].SA[0].L1SROB, 8853_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1SROB, 0.0000062840, 0.0000062960
8853_req_out, 8849, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000062820, 0.0000062970
8849, 4106, inst, Scalar, GPU[1].SA[0].CU[0].Scalar, 0.0000062790, 0.0000062970
8906, 4106, inst, Scalar, GPU[1].SA[0].CU[0].Scalar, 0.0000062940, 0.0000062980
8983@GPU[1].SA[0].L1VTLB[0], 8983_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1VTLB[0], 0.0000063450, 0.0000063450
9000@GPU[1].SA[0].L1VTLB[0], 9000_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1VTLB[0], 0.0000063460, 0.0000063460
8983_req_out, 8977@GPU[1].SA[0].L1VAddrTrans[0], req_out, *vm.TranslationReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063440, 0.0000063460
9017@GPU[1].SA[0].L1VTLB[0], 9017_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1VTLB[0], 0.0000063470, 0.0000063470
9000_req_out, 8989@GPU[1].SA[0].L1VAddrTrans[0], req_out, *vm.TranslationReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063450, 0.0000063470
9017_req_out, 9002@GPU[1].SA[0].L1VAddrTrans[0], req_out, *vm.TranslationReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063460, 0.0000063480
9035@GPU[1].SA[0].L1VTLB[0], 9035_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1VTLB[0], 0.0000063480, 0.0000063480
9035_req_out, 9009@GPU[1].SA[0].L1VAddrTrans[0], req_out, *vm.TranslationReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063470, 0.0000063490
9030pipeline, 9030, pipeline, *writearound.bankTransaction, GPU[1].SA[0].L1VCache[0].Bank[0].Pipeline, 0.0000063500, 0.0000064100
9030, 9015@GPU[1].SA[0].L1VCache[0], cache_transaction, read, GPU[1].SA[0].L1VCache[0].Local, 0.0000063470, 0.0000064110
9045pipeline, 9045, pipeline, *writearound.bankTransaction, GPU[1].SA[0].L1VCache[0].Bank[0].Pipeline, 0.0000063510, 0.0000064110
9015@GPU[1].SA[0].L1VCache[0], 9015_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VCache[0], 0.0000063470, 0.0000064120
9045, 9034@GPU[1].SA[0].L1VCache[0], cache_transaction, read, GPU[1].SA[0].L1VCache[0].Local, 0.0000063480, 0.0000064120
9055pipeline, 9055, pipeline, *writearound.bankTransaction, GPU[1].SA[0].L1VCache[0].Bank[0].Pipeline, 0.0000063520, 0.0000064120
9034@GPU[1].SA[0].L1VCache[0], 9034_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VCache[0], 0.0000063480, 0.0000064130
9055, 9041@GPU[1].SA[0].L1VCache[0], cache_transaction, read, GPU[1].SA[0].L1VCache[0].Local, 0.0000063490, 0.0000064130
9059pipeline, 9059, pipeline, *writearound.bankTransaction, GPU[1].SA[0].L1VCache[0].Bank[0].Pipeline, 0.0000063530, 0.0000064130
9015_req_out, 8977@GPU[1].SA[0].L1VAddrTrans[0], req_out, *mem.ReadReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063460, 0.0000064130
8977@GPU[1].SA[0].L1VAddrTrans[0], 8977_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063440, 0.0000064130
9034_req_out, 8989@GPU[1].SA[0].L1VAddrTrans[0], req_out, *mem.ReadReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063470, 0.0000064140
8989@GPU[1].SA[0].L1VAddrTrans[0], 8989_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063450, 0.0000064140
8977_req_out, 8845@GPU[1].SA[0].L1VROB[0], req_out, *mem.ReadReq, GPU[1].SA[0].L1VROB[0], 0.0000063430, 0.0000064140
9041@GPU[1].SA[0].L1VCache[0], 9041_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VCache[0], 0.0000063490, 0.0000064140
9059, 9052@GPU[1].SA[0].L1VCache[0], cache_transaction, read, GPU[1].SA[0].L1VCache[0].Local, 0.0000063500, 0.0000064140
9052@GPU[1].SA[0].L1VCache[0], 9052_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VCache[0], 0.0000063500, 0.0000064150
9041_req_out, 9002@GPU[1].SA[0].L1VAddrTrans[0], req_out, *mem.ReadReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063480, 0.0000064150
9002@GPU[1].SA[0].L1VAddrTrans[0], 9002_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063460, 0.0000064150
8989_req_out, 8846@GPU[1].SA[0].L1VROB[0], req_out, *mem.ReadReq, GPU[1].SA[0].L1VROB[0], 0.0000063440, 0.0000064150
9052_req_out, 9009@GPU[1].SA[0].L1VAddrTrans[0], req_out, *mem.ReadReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063490, 0.0000064160
9009@GPU[1].SA[0].L1VAddrTrans[0], 9009_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063470, 0.0000064160
9002_req_out, 8847@GPU[1].SA[0].L1VROB[0], req_out, *mem.ReadReq, GPU[1].SA[0].L1VROB[0], 0.0000063450, 0.0000064160
9009_req_out, 8848@GPU[1].SA[0].L1VROB[0], req_out, *mem.ReadReq, GPU[1].SA[0].L1VROB[0], 0.0000063460, 0.0000064170
flit-0-msg-8997-9013_PCIe.Switch[1], flit-0-msg-8997-9013_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000063480, 0.0000064910
flit-0-msg-8997-9013_PCIe.Switch[0], flit-0-msg-8997-9013_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000064920, 0.0000066350
flit-0-msg-8997-9013_e2e, msg_8997_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[1].FlitBuf, 0.0000063460, 0.0000066360
msg_8997_e2e, 8997_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[1], 0.0000063450, 0.0000066380
flit-0-msg-9551-9555_PCIe.Switch[0], flit-0-msg-9551-9555_e2e, flit, flit_inside_sw, PCIe.Switch[0], 0.0000067440, 0.0000068870
flit-0-msg-9551-9555_PCIe.Switch[1], flit-0-msg-9551-9555_e2e, flit, flit_inside_sw, PCIe.Switch[1], 0.0000068880, 0.0000070310
flit-0-msg-9551-9555_e2e, msg_9551_e2e, flit_e2e, flit_e2e, PCIe.EndPoint[0].FlitBuf, 0.0000067420, 0.0000070320
msg_9551_e2e, 8997_req_out, msg_e2e, msg_e2e, PCIe.EndPoint[0], 0.0000067410, 0.0000070340
8997_req_out, 8985@GPU[1].L2TLB, req_out, *vm.TranslationReq, GPU[1].L2TLB, 0.0000063450, 0.0000070350
8985@GPU[1].L2TLB, 8985_req_out, req_in, *vm.TranslationReq, GPU[1].L2TLB, 0.0000063450, 0.0000070360
8985_req_out, 8974@GPU[1].SA[0].L1VTLB[0], req_out, *vm.TranslationReq, GPU[1].SA[0].L1VTLB[0], 0.0000063440, 0.0000070370
8974@GPU[1].SA[0].L1VTLB[0], 8974_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1VTLB[0], 0.0000063440, 0.0000070380
8974_req_out, 8967@GPU[1].SA[0].L1VAddrTrans[0], req_out, *vm.TranslationReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063430, 0.0000070390
9900, 9896, cmd, Activate, GPU[1].DRAM[0].Bank[0][2][0], 0.0000070520, 0.0000070660
9908, 9896, cmd, ReadPrecharge, GPU[1].DRAM[0].Bank[0][2][0], 0.0000070660, 0.0000070800
9896, 9890@GPU[1].DRAM[0], sub-trans, sub-trans, GPU[1].DRAM[0].SubTransQueue, 0.0000070480, 0.0000070800
9890@GPU[1].DRAM[0], 9890_req_out, req_in, *mem.ReadReq, GPU[1].DRAM[0], 0.0000070480, 0.0000070820
9890@GPU[1].DRAM[0], 9890_req_out, req_in, *mem.ReadReq, GPU[1].DRAM[0], 0.0000070480, 0.0000070820
9890_req_out, 9882@GPU[1].L2[0], req_out, *mem.ReadReq, GPU[1].L2[0], 0.0000070450, 0.0000070830
9882@GPU[1].L2[0], 9882_req_out, req_in, *mem.ReadReq, GPU[1].L2[0], 0.0000070430, 0.0000070960
9879, 9873@GPU[1].SA[0].L1VCache[0], cache_transaction, read, GPU[1].SA[0].L1VCache[0].Local, 0.0000070400, 0.0000070980
9882_req_out, 9879, req_out, *mem.ReadReq, GPU[1].SA[0].L1VCache[0], 0.0000070420, 0.0000070980
9873@GPU[1].SA[0].L1VCache[0], 9873_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VCache[0], 0.0000070400, 0.0000070990
9873_req_out, 8967@GPU[1].SA[0].L1VAddrTrans[0], req_out, *mem.ReadReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000070390, 0.0000071000
8967@GPU[1].SA[0].L1VAddrTrans[0], 8967_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000063430, 0.0000071000
8967_req_out, 8844@GPU[1].SA[0].L1VROB[0], req_out, *mem.ReadReq, GPU[1].SA[0].L1VROB[0], 0.0000063420, 0.0000071010
8844@GPU[1].SA[0].L1VROB[0], 8844_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VROB[0], 0.0000063420, 0.0000071020
8845@GPU[1].SA[0].L1VROB[0], 8845_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VROB[0], 0.0000063430, 0.0000071020
8846@GPU[1].SA[0].L1VROB[0], 8846_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VROB[0], 0.0000063440, 0.0000071020
8847@GPU[1].SA[0].L1VROB[0], 8847_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VROB[0], 0.0000063450, 0.0000071020
8844_req_out, 8835, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000063410, 0.0000071030
8848@GPU[1].SA[0].L1VROB[0], 8848_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VROB[0], 0.0000063460, 0.0000071030
8845_req_out, 8835, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000063420, 0.0000071040
8846_req_out, 8835, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000063430, 0.0000071050
8847_req_out, 8835, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000063440, 0.0000071060
8848_req_out, 8835, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000063450, 0.0000071070
8835, 4106, inst, VMem, GPU[1].SA[0].CU[0].VMem, 0.0000062710, 0.0000071070
8918, 4106, inst, Special, GPU[1].SA[0].CU[0].Special, 0.0000062980, 0.0000071080
9986, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071080, 0.0000071130
9997, 4106, inst, Branch, GPU[1].SA[0].CU[0].Branch, 0.0000071130, 0.0000071160
10018, 10011@GPU[1].SA[0].L1ICache, cache_transaction, read, GPU[1].SA[0].L1ICache.Local, 0.0000071180, 0.0000071220
10011@GPU[1].SA[0].L1ICache, 10011_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1ICache, 0.0000071180, 0.0000071230
10011_req_out, 10004@GPU[1].SA[0].L1IROB, req_out, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000071170, 0.0000071240
10004@GPU[1].SA[0].L1IROB, 10004_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000071170, 0.0000071250
10004_req_out, 10004_fetch, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000071160, 0.0000071260
10004_fetch, 4106, fetch, fetch, GPU[1].SA[0].CU[0], 0.0000071160, 0.0000071260
10048, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071270, 0.0000071320
10063, 10056@GPU[1].SA[0].L1ICache, cache_transaction, read, GPU[1].SA[0].L1ICache.Local, 0.0000071290, 0.0000071330
10056@GPU[1].SA[0].L1ICache, 10056_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1ICache, 0.0000071290, 0.0000071340
10056_req_out, 10049@GPU[1].SA[0].L1IROB, req_out, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000071280, 0.0000071350
10049@GPU[1].SA[0].L1IROB, 10049_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000071280, 0.0000071360
10075, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071320, 0.0000071370
10049_req_out, 10049_fetch, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000071270, 0.0000071370
10049_fetch, 4106, fetch, fetch, GPU[1].SA[0].CU[0], 0.0000071270, 0.0000071370
10096, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071370, 0.0000071420
10113, 10106@GPU[1].SA[0].L1ICache, cache_transaction, read, GPU[1].SA[0].L1ICache.Local, 0.0000071400, 0.0000071440
10106@GPU[1].SA[0].L1ICache, 10106_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1ICache, 0.0000071400, 0.0000071450
10106_req_out, 10099@GPU[1].SA[0].L1IROB, req_out, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000071390, 0.0000071460
10120, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071420, 0.0000071470
10099@GPU[1].SA[0].L1IROB, 10099_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000071390, 0.0000071470
10099_req_out, 10099_fetch, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000071380, 0.0000071480
10099_fetch, 4106, fetch, fetch, GPU[1].SA[0].CU[0], 0.0000071380, 0.0000071480
10141, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071470, 0.0000071520
10163, 10156@GPU[1].SA[0].L1ICache, cache_transaction, read, GPU[1].SA[0].L1ICache.Local, 0.0000071510, 0.0000071550
10156@GPU[1].SA[0].L1ICache, 10156_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1ICache, 0.0000071510, 0.0000071560
10156_req_out, 10149@GPU[1].SA[0].L1IROB, req_out, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000071500, 0.0000071570
10168, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071520, 0.0000071570
9879pipeline, 9879, pipeline, *writearound.bankTransaction, GPU[1].SA[0].L1VCache[0].Bank[0].Pipeline, 0.0000070980, 0.0000071580
10149@GPU[1].SA[0].L1IROB, 10149_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000071500, 0.0000071580
10149_req_out, 10149_fetch, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000071490, 0.0000071590
10149_fetch, 4106, fetch, fetch, GPU[1].SA[0].CU[0], 0.0000071490, 0.0000071590
10189, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071570, 0.0000071620
10201, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071620, 0.0000071670
10207, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071670, 0.0000071720
10213, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071720, 0.0000071770
10219, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071770, 0.0000071820
10233, 10226@GPU[1].SA[0].L1ICache, cache_transaction, read, GPU[1].SA[0].L1ICache.Local, 0.0000071790, 0.0000071830
10226@GPU[1].SA[0].L1ICache, 10226_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1ICache, 0.0000071790, 0.0000071840
10226_req_out, 10220@GPU[1].SA[0].L1IROB, req_out, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000071780, 0.0000071850
10220@GPU[1].SA[0].L1IROB, 10220_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1IROB, 0.0000071780, 0.0000071860
10240, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071820, 0.0000071870
10220_req_out, 10220_fetch, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000071770, 0.0000071870
10220_fetch, 4106, fetch, fetch, GPU[1].SA[0].CU[0], 0.0000071770, 0.0000071870
10257, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071870, 0.0000071920
10263, 4106, inst, VALU, GPU[1].SA[0].CU[0].VALU, 0.0000071920, 0.0000071970
10301@GPU[1].SA[0].L1STLB, 10301_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1STLB, 0.0000072120, 0.0000072120
10288, 4106, inst, Scalar, GPU[1].SA[0].CU[0].Scalar, 0.0000072080, 0.0000072120
10301_req_out, 10295@GPU[1].SA[0].L1SAddrTrans, req_out, *vm.TranslationReq, GPU[1].SA[0].L1SAddrTrans, 0.0000072110, 0.0000072130
10308, 4106, inst, Scalar, GPU[1].SA[0].CU[0].Scalar, 0.0000072120, 0.0000072160
10319, 10312@GPU[1].SA[0].L1SCache, cache_transaction, read, GPU[1].SA[0].L1SCache.Local, 0.0000072140, 0.0000072180
10312@GPU[1].SA[0].L1SCache, 10312_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1SCache, 0.0000072140, 0.0000072190
10312_req_out, 10295@GPU[1].SA[0].L1SAddrTrans, req_out, *mem.ReadReq, GPU[1].SA[0].L1SAddrTrans, 0.0000072130, 0.0000072200
10295@GPU[1].SA[0].L1SAddrTrans, 10295_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1SAddrTrans, 0.0000072110, 0.0000072200
10325, 4106, inst, Scalar, GPU[1].SA[0].CU[0].Scalar, 0.0000072160, 0.0000072200
10295_req_out, 10287@GPU[1].SA[0].L1SROB, req_out, *mem.ReadReq, GPU[1].SA[0].L1SROB, 0.0000072100, 0.0000072210
10287@GPU[1].SA[0].L1SROB, 10287_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1SROB, 0.0000072100, 0.0000072220
10287_req_out, 10283, req_out, *mem.ReadReq, GPU[1].SA[0].CU[0], 0.0000072080, 0.0000072230
10283, 4106, inst, Scalar, GPU[1].SA[0].CU[0].Scalar, 0.0000072050, 0.0000072230
10340, 4106, inst, Scalar, GPU[1].SA[0].CU[0].Scalar, 0.0000072200, 0.0000072240
10408@GPU[1].SA[0].L1VTLB[0], 10408_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1VTLB[0], 0.0000072700, 0.0000072700
10408_req_out, 10401@GPU[1].SA[0].L1VAddrTrans[0], req_out, *vm.TranslationReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000072690, 0.0000072710
10417@GPU[1].SA[0].L1VTLB[0], 10417_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1VTLB[0], 0.0000072710, 0.0000072710
10417_req_out, 10411@GPU[1].SA[0].L1VAddrTrans[0], req_out, *vm.TranslationReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000072700, 0.0000072720
10432@GPU[1].SA[0].L1VTLB[0], 10432_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1VTLB[0], 0.0000072720, 0.0000072720
10442@GPU[1].SA[0].L1VTLB[0], 10442_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1VTLB[0], 0.0000072730, 0.0000072730
10432_req_out, 10422@GPU[1].SA[0].L1VAddrTrans[0], req_out, *vm.TranslationReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000072710, 0.0000072730
10442_req_out, 10428@GPU[1].SA[0].L1VAddrTrans[0], req_out, *vm.TranslationReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000072720, 0.0000072740
10460@GPU[1].SA[0].L1VTLB[0], 10460_req_out, req_in, *vm.TranslationReq, GPU[1].SA[0].L1VTLB[0], 0.0000072740, 0.0000072740
10460_req_out, 10449@GPU[1].SA[0].L1VAddrTrans[0], req_out, *vm.TranslationReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000072730, 0.0000072750
10445pipeline, 10445, pipeline, *writearound.bankTransaction, GPU[1].SA[0].L1VCache[0].Bank[0].Pipeline, 0.0000072750, 0.0000073350
10445, 10430@GPU[1].SA[0].L1VCache[0], cache_transaction, read, GPU[1].SA[0].L1VCache[0].Local, 0.0000072720, 0.0000073360
10457pipeline, 10457, pipeline, *writearound.bankTransaction, GPU[1].SA[0].L1VCache[0].Bank[0].Pipeline, 0.0000072760, 0.0000073360
10430@GPU[1].SA[0].L1VCache[0], 10430_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VCache[0], 0.0000072720, 0.0000073370
10457, 10441@GPU[1].SA[0].L1VCache[0], cache_transaction, read, GPU[1].SA[0].L1VCache[0].Local, 0.0000072730, 0.0000073370
10465pipeline, 10465, pipeline, *writearound.bankTransaction, GPU[1].SA[0].L1VCache[0].Bank[0].Pipeline, 0.0000072770, 0.0000073370
10441@GPU[1].SA[0].L1VCache[0], 10441_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VCache[0], 0.0000072730, 0.0000073380
10465, 10459@GPU[1].SA[0].L1VCache[0], cache_transaction, read, GPU[1].SA[0].L1VCache[0].Local, 0.0000072740, 0.0000073380
10476pipeline, 10476, pipeline, *writearound.bankTransaction, GPU[1].SA[0].L1VCache[0].Bank[0].Pipeline, 0.0000072780, 0.0000073380
10430_req_out, 10401@GPU[1].SA[0].L1VAddrTrans[0], req_out, *mem.ReadReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000072710, 0.0000073380
10401@GPU[1].SA[0].L1VAddrTrans[0], 10401_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VAddrTrans[0], 0.0000072690, 0.0000073380
10459@GPU[1].SA[0].L1VCache[0], 10459_req_out, req_in, *mem.ReadReq, GPU[1].SA[0].L1VCache[0], 0.0000072740, 0.0000073390
10476, 10467@GPU[1].SA[0].L1VCache[0], cache_transaction, read, GPU[1].SA[0].L1VCache[0].Local, 0.0000072750, 0.0000073390
10480pipeline, 10480, pipeline, *writearound.bankTransaction, GPU[1].SA[0].L1VCache[0].Bank[0].Pipeline, 0.0000072790, 0.0000073390
10401_req_out, 10278@GPU[1].SA[0].L1VROB[0], req_out, *mem.ReadReq, GPU[1].SA[0].L1VROB[0], 0.0000072680, 0.0000073390
